seed,r2,mae,separation_quality,n_trees,max_questions_per_tree,total_questions,n_candidate_rules,n_pareto_rules,n_diverse_rules,min_pairwise_trajectory_distance,mean_pairwise_trajectory_distance
127,0.338633288041584,3559.439977898888,5450.150143318389,6,18,44,,,,,
128,0.42963073811508234,3150.2066408664427,7201.444408405812,7,9,57,,,,,
129,0.40772189677853177,3492.5173435365923,6706.1523968760675,5,14,48,,,,,
130,0.3480780198683058,3577.0296213357847,7472.382625933562,6,11,45,,,,,
131,0.44897862963224267,3301.857599132804,7258.667803549605,8,18,69,,,,,
132,0.2879636006078702,3601.269307465485,5653.2842089402975,6,16,41,,,,,
133,0.39871407763269495,3222.4748890539886,7490.329045733535,6,14,47,,,,,
134,0.22366934672658412,3683.603444580427,7078.87399688954,8,12,53,,,,,
135,0.40503500257350933,3211.6027854530207,7485.800102866952,8,17,61,,,,,
136,0.27283532243693276,3444.3514489018185,7005.270035109912,6,11,45,,,,,
137,0.3014464310970716,3529.5955180009496,7118.880198627717,10,9,63,,,,,
138,0.4665104876083077,3144.591089309974,7392.583393214073,7,15,55,,,,,
139,0.2902394205242673,3235.047542642283,7757.325381280916,9,6,51,57.0,12.0,3.0,0.4948085749755824,1.411451367190536
140,0.44269156342107374,3142.593352081427,6853.875588629412,5,12,38,,,,,
141,0.41261846698448923,3359.93789565418,7012.834562532862,6,15,47,,,,,
142,0.35120506438258636,3339.4358045769836,7395.775169613134,10,11,75,,,,,
143,0.3702784368005809,3390.915426134973,6446.253401549321,6,7,41,,,,,
144,0.41348851163818656,3380.3785886693313,6981.38453042319,9,16,60,,,,,
145,0.35305232802074626,3513.3590168845553,7353.191632347155,10,11,70,,,,,
146,0.3746346420118193,3336.4082458084445,6780.432370802927,8,8,56,,,,,
147,0.39944849201697374,3253.903723663281,7240.691284421424,5,13,43,,,,,
148,0.46852378574660913,3028.712029949061,7671.431734001225,8,9,60,,,,,
149,0.5751173917416783,2907.320591388041,7047.791036014435,6,18,44,,,,,
150,0.3884583140559893,3274.945680212369,6905.741798179581,9,16,68,,,,,
151,0.32485849781791376,3455.4519055591995,6907.730112893386,5,16,31,,,,,
152,0.3507430947652326,3341.2521173711393,7295.237260042156,9,13,83,,,,,
153,0.4123042036735032,3123.7626184838514,7754.023605678107,9,6,54,64.0,12.0,1.0,0.0,0.0
154,0.3531833748447948,3617.3583409989055,6610.772127532541,6,11,38,,,,,
155,0.37933463363627107,3522.4942002042917,7012.574835538529,9,15,80,,,,,
156,0.3749317787537715,3348.0099685469754,7504.070505259064,9,18,64,,,,,
157,0.4540204553353139,3076.4978060415565,6989.792308977609,5,9,37,,,,,
158,0.4531489951372011,3064.7891201214993,7461.968437434396,10,14,77,,,,,
159,0.3895851222259492,3170.7570116776765,7322.63593971852,8,13,60,,,,,
160,0.22608830837410565,3255.891522296986,7128.505069788801,5,16,40,,,,,
161,0.39650193042696236,3565.0401798089056,7203.583698508141,8,9,58,,,,,
162,0.3327844297081437,3778.2027471589577,7388.18426889645,8,17,56,,,,,
163,0.38247404591993606,3376.933326794211,7018.260170562462,6,13,43,,,,,
164,0.45006597090537226,2719.3082010012326,7407.788575134953,5,8,35,,,,,
165,0.231415906493737,3679.1839425299113,7164.246547912037,5,8,39,,,,,
166,0.3811688626248646,3665.834134516048,7374.526860687206,10,15,79,,,,,
167,0.2587247524453842,3522.2927142587077,6964.466660044812,6,16,40,,,,,
168,0.3198947066148278,3386.7035289207424,7180.358145548882,10,15,74,,,,,
169,0.25303024134755925,3807.660231376431,7068.422316289029,8,7,55,,,,,
170,0.3226732810889309,3271.7284147827104,7354.836802745584,7,13,56,,,,,
171,0.46808575216002035,3352.511165880646,7617.566169777113,10,6,57,,,,,
172,0.22024084000753053,3488.4074678171096,7015.783518867956,7,15,55,,,,,
173,0.44904053068149097,3067.221677526014,7128.73405402096,10,18,59,,,,,
174,0.45730500225947035,3063.6302933954494,7115.775227258786,10,11,85,,,,,
175,0.39638325896695437,3327.3529108266553,7635.043181045269,9,10,72,,,,,
176,0.4109926225488256,3623.951528997192,6834.084451312243,5,11,38,,,,,
177,0.33944501614081957,3443.771191256257,6345.286764207339,6,13,42,,,,,
178,0.3963475273665982,3363.895810888445,6791.59536187187,10,9,78,,,,,
179,0.33794073464937524,3420.25936297098,7289.055987088289,6,9,41,,,,,
180,0.48574690761359895,3226.218797159347,7610.224546876416,6,12,38,,,,,
181,0.4188557784058181,3440.81199770569,7062.818016948268,10,15,70,,,,,
182,0.3192301498061253,3445.7907434787185,7345.449134250921,10,15,78,,,,,
183,0.3363655081463003,3323.011748531254,7249.538610154796,10,18,74,,,,,
184,0.3466494054018874,3725.579015507602,7336.74465248729,9,6,53,,,,,
185,0.3091875084286194,3605.807406711045,7500.076805966105,5,7,34,,,,,
186,0.3163472100576741,3567.19827675462,7505.3210748391475,10,18,80,,,,,
187,0.41310241312486684,3223.412718938576,7196.9129656846235,8,8,56,,,,,
188,0.29088258874196327,3445.098205789211,7429.422212687412,7,16,55,,,,,
189,0.4866411493922159,3172.668059265882,6810.43731633534,5,11,40,,,,,
190,0.3618317811138083,3476.9866850422113,6685.927958331492,9,17,80,,,,,
191,0.340675983625234,3293.5316081886576,6466.551395549224,6,9,40,,,,,
192,0.2668432661857658,3468.416602320216,7478.637183175891,7,13,57,,,,,
193,0.29149083158403954,3276.80459287054,7092.665198180371,6,18,52,,,,,
194,0.5047091190976605,3225.3486323605703,7113.351073321598,6,8,44,,,,,
195,0.3451677386313394,3500.9571000324386,7486.526058762279,6,9,49,,,,,
196,0.38801535058310543,3272.5528315046695,6890.543277222656,9,14,81,,,,,
197,0.37620445399809654,3394.0873390756733,6480.719671299911,6,18,48,,,,,
198,0.22839072015101358,3563.2340984209595,6917.918441151388,6,16,42,,,,,
199,0.421357718061772,3445.9029375340992,7317.101802049841,9,12,76,,,,,
200,0.33264002707276374,3610.858430520319,7001.809167551885,7,15,53,,,,,
201,0.28569216383295104,3654.82652779204,7416.526975735013,5,15,41,,,,,
202,0.20678818094779616,3607.9610946672224,7263.503486124183,8,13,59,,,,,
203,0.2661341534129781,3310.143827187623,6093.291828866055,9,11,59,,,,,
204,0.4146168146532333,3474.268541498377,7435.96876625755,6,18,51,,,,,
205,0.38309158826486833,3290.210121352389,6758.058339472801,7,10,49,,,,,
206,0.41006542828284065,3413.1104285944602,7243.69475922221,10,8,72,,,,,
207,0.36582624810186815,3233.734940395885,6670.2476458059,7,11,41,,,,,
208,0.3756123171672937,3316.2543319334018,7462.708752781368,9,6,53,,,,,
209,0.385056553127177,3248.2399680923822,7119.774207488673,10,6,59,,,,,
210,0.3514297726971417,3441.2198712092563,7388.6710949173985,7,13,61,,,,,
211,0.28482758884729464,3364.16725829333,7288.187972452856,9,10,69,,,,,
212,0.3662596473365999,3552.9044565002673,6335.48727560954,5,8,38,,,,,
213,0.3549473011054396,3491.161453537583,6239.240689222202,8,10,56,,,,,
214,0.40962325384829956,3343.1864540717197,7251.32044392575,10,7,67,,,,,
215,0.2851129384988783,3492.663165148453,7039.213793507674,7,10,56,,,,,
216,0.37774172205721523,3727.6104697776955,7107.820528901841,5,8,37,,,,,
217,0.4202427386458265,3427.807715328226,7473.739644883411,7,18,53,,,,,
218,0.4618269522088606,3263.860659488518,6711.488326045027,10,12,82,,,,,
219,0.42894173470675523,3391.4902038239534,6804.300245385292,6,18,47,,,,,
220,0.35957260038937133,3345.77633026877,7384.657554623991,8,18,60,,,,,
221,0.4440329874448794,3048.6606604671388,7182.885644448008,9,12,68,,,,,
222,0.5076062651521998,3090.9406415782328,7041.50447051637,10,9,75,,,,,
223,0.4345096258371087,3081.3611003913907,7103.827018288182,6,8,35,,,,,
224,0.3783901365126041,3354.7728630504903,7002.075241328904,9,13,71,,,,,
225,0.35537197412538457,3642.819111469356,6796.595956666412,8,6,47,,,,,
226,0.2701011790148583,3779.153002722473,6900.947022901332,5,16,51,,,,,
227,0.4456199751878289,3442.2810889314464,6368.200448560943,5,6,30,,,,,
228,0.33539155633855755,3147.708096334924,7323.033574125938,10,6,59,,,,,
229,0.25858148772724665,3401.2143236959732,6824.444186303122,6,18,44,,,,,
230,0.3590042718741333,3531.961815330044,6963.02426985741,5,6,30,,,,,
231,0.4234281667154387,3014.681348330688,6981.623816607116,5,10,39,,,,,
232,0.4060349203133542,3360.995759405272,7180.801287761419,10,11,67,,,,,
233,0.4423446770988265,3429.760187201355,7240.436938319286,10,7,67,,,,,
234,0.3203104421234638,3775.7036910078605,6173.488974385622,5,10,38,,,,,
235,0.39308186950399127,3186.608468649509,7280.661773434789,5,7,35,,,,,
236,0.48989266539940624,2937.629681361402,7154.261084793216,6,8,39,,,,,
237,0.3996412251340743,3652.965778354029,7507.4263296881545,9,8,67,,,,,
238,0.34792966497866207,3377.2903956594837,7051.108156658208,8,16,58,,,,,
239,0.3167030540409259,3489.641549740162,5516.5780029588595,5,18,35,,,,,
240,0.2914156561541229,3428.8417305354396,6208.929549499793,9,13,69,,,,,
241,0.4119925686198276,3092.0924781368153,7002.340025070641,9,16,63,,,,,
