seed,r2,mae,separation_quality,n_trees,max_questions_per_tree,total_questions,n_candidate_rules,n_pareto_rules,n_diverse_rules,min_pairwise_trajectory_distance,mean_pairwise_trajectory_distance
242,0.3302046279950689,3596.6456253460015,7049.538186326033,7,12,57,,,,,
243,0.3180870020766853,3243.4263640583254,7075.024320673837,6,8,45,,,,,
244,0.5083804742236888,2979.192341802985,7459.239184345337,7,16,53,,,,,
245,0.3582010633994859,3531.3474356796537,6978.107997240135,10,17,86,,,,,
246,0.3503254019168691,3432.124940867513,7386.927689092689,9,10,63,,,,,
247,0.3759301358907844,3383.6735715861837,7772.738227775951,8,14,53,58.0,10.0,3.0,2.048900394485298,3.0329356061446333
248,0.3567423114473731,3670.669431043833,7162.388960488125,8,12,62,,,,,
249,0.26663085667491926,3594.5920221881715,7099.222607092371,5,17,36,,,,,
250,0.40134996802565326,3441.000396156096,7348.441714739741,10,16,86,,,,,
251,0.35532884624095007,3648.6402058713134,6954.424735157863,6,17,46,,,,,
252,0.3820625281164747,3322.7159070408698,7092.55086765311,8,12,58,,,,,
253,0.39155387864783875,3354.7201634041608,7292.128223496777,8,11,72,,,,,
254,0.3402522825578075,3425.455212051306,7102.800740482434,6,16,51,,,,,
255,0.42547240022924937,3236.832031491803,7447.369997255548,8,15,62,,,,,
256,0.4189819122585047,3388.706733279096,7073.440720021213,5,16,35,,,,,
257,0.2915349764412294,3400.199638413546,7182.199783606323,10,15,83,,,,,
258,0.42366563552472036,3073.172423240288,7723.00874584449,6,11,41,,,,,
259,0.4169208022298746,3161.189219972071,6771.53843537595,5,15,38,,,,,
260,0.4445667165886039,2909.8385092155045,7233.331928664121,7,16,59,,,,,
261,0.42551126456975463,3650.0617999694023,6482.402583263808,5,16,40,,,,,
262,0.4314960588290474,3127.2651027969814,7246.995401737776,10,12,82,,,,,
263,0.47098317874341966,3056.343135791982,7263.219332480289,10,17,68,,,,,
264,0.4220731898999298,3172.938865452746,7102.276894436108,8,14,61,,,,,
265,0.4192096208955034,3467.4586068427425,6300.517895407816,10,14,75,,,,,
266,0.2749243174760183,3533.6940345001003,6985.546742097598,7,13,53,,,,,
267,0.4210644364132319,3487.9973419847247,6444.983756370618,6,10,50,,,,,
268,0.3090324462117633,3194.6988680036566,7164.249796878314,6,13,51,,,,,
269,0.3979771313306406,3446.0803572836426,6960.639936911512,9,16,69,,,,,
270,0.5168556158487199,3122.199013990397,6400.431325309968,5,14,34,,,,,
271,0.3611479043842979,3431.989055186875,7503.092431358772,6,7,40,,,,,
272,0.3962643894716398,3330.540362271098,6946.754424242087,7,17,60,,,,,
273,0.41390681981659105,3569.0948187605823,6957.805298416149,7,12,54,,,,,
274,0.36968006757356164,3151.140898363475,6844.399617903677,7,8,45,,,,,
275,0.47549072121097957,3453.3620287909034,6920.284930406728,7,15,48,,,,,
276,0.3564407656293427,3382.085492004698,6150.671321057739,7,18,53,,,,,
277,0.3724979584434537,3164.5100663728645,7336.352245210376,10,8,76,,,,,
278,0.3336674943150768,3694.63148149004,6914.293544253979,5,16,40,,,,,
279,0.3577941364452478,3694.4986843176453,6434.945487987239,6,8,43,,,,,
280,0.37232518745618914,3297.3177291552206,7164.068234231231,10,15,75,,,,,
281,0.4079209293756221,3185.4914569358375,6851.08082676668,9,12,60,,,,,
282,0.26416603488065005,3669.2330389849503,7155.015528254072,6,14,58,,,,,
283,0.4349514800406936,3025.932203435709,7563.651697388967,10,10,75,,,,,
284,0.4558846501943743,3092.834226869093,6822.097796805249,9,15,70,,,,,
285,0.4405115850789788,3247.443322041993,7163.3481691828565,6,18,48,,,,,
286,0.4028666814444378,3741.32453247432,7148.847819243878,10,11,76,,,,,
287,0.35568727756862195,3210.9836792029214,6942.181191472769,8,17,67,,,,,
288,0.32744087988801396,3685.8609574820202,7114.128861810718,7,15,57,,,,,
289,0.3724318081466155,3166.208670462424,6109.678244514427,9,8,60,,,,,
290,0.420328618720452,3386.4053058102936,7710.0666672219895,9,12,67,,,,,
291,0.4540475917852609,3089.5088903213514,6800.169630983272,6,11,45,,,,,
292,0.2638361570392045,3325.385670009796,7077.266010968685,9,16,66,,,,,
293,0.40282814096462094,3431.3434958428256,7527.027578657694,10,10,77,,,,,
294,0.46896363737046465,3271.5646754808863,6964.274337317023,7,11,57,,,,,
295,0.35566217760049657,3159.9178739090776,7370.365579850247,5,9,35,,,,,
296,0.3285113165943486,3419.241332994385,7294.33126579088,9,9,68,,,,,
297,0.3743279552328461,3391.7122045718465,7100.768472058095,5,16,33,,,,,
298,0.31980861517113945,3643.8564071977617,7402.859292504367,9,18,61,,,,,
299,0.45589276172288096,3361.3945273235126,7494.115787324318,7,16,58,,,,,
300,0.3525480629826714,3482.1630324371185,6738.049972178586,6,7,40,,,,,
301,0.38543901137408043,3558.5142642459623,6981.048593701532,10,6,58,,,,,
302,0.3678063587481897,3378.939648656635,7096.517996064779,8,10,59,,,,,
303,0.2679844206590597,3467.963315648209,6827.460369782042,8,18,58,,,,,
304,0.44005288894180894,3301.8233339725884,7115.385034509254,7,7,46,,,,,
305,0.26275743668197216,3599.5592452303995,6857.866866235076,6,13,53,,,,,
306,0.22163288429367922,3945.864691810193,7117.873607685142,5,7,35,,,,,
307,0.31826458329535623,3593.2624368257657,7670.25312570684,10,7,67,,,,,
308,0.4257782970720101,3050.357021909487,7034.700362224787,7,14,45,,,,,
309,0.28496461868326606,3772.935739511773,6319.991614263855,6,13,46,,,,,
310,0.27153448932283386,3432.873267236569,7471.094469772915,9,18,65,,,,,
311,0.35711568108936087,3414.2798043613852,7534.684064662196,9,6,51,,,,,
312,0.4236976504644626,3319.494119441676,6921.976122292473,5,10,34,,,,,
313,0.3974394100009879,3816.8253405539845,7044.267426038619,5,16,36,,,,,
314,0.4552698713711002,2857.674163033127,7098.697283296678,5,15,41,,,,,
315,0.5035369359490152,3198.1259992060227,7253.433211971322,6,9,48,,,,,
316,0.36006136345312645,3382.0222797687343,7492.973825314851,10,13,74,,,,,
317,0.252409452310299,3765.4232478122835,7229.143433721879,7,9,58,,,,,
318,0.36449948057177617,3634.5779278170744,6207.839445315417,8,16,62,,,,,
319,0.3675559953422466,3859.174508154911,6052.2261540689715,6,7,39,,,,,
320,0.44092853006257815,3218.6396728894742,7048.747361312707,10,8,74,,,,,
321,0.372794927322346,3533.1004242640747,7544.818958317919,9,16,71,,,,,
322,0.20866326472757735,3617.789559067907,5883.677366758726,5,15,43,,,,,
323,0.260488373837528,3547.857045095607,6925.267846406133,5,12,39,,,,,
324,0.3961370253639769,3092.8919050347226,6978.7061336470315,6,10,42,,,,,
325,0.2778043226299224,3170.4500381524936,6666.152147378453,6,15,49,,,,,
326,0.367793809378133,3499.968449291444,6941.077167758071,6,18,46,,,,,
327,0.43283468364645183,3067.76740416896,6968.204584374195,8,7,55,,,,,
328,0.3460138840938093,3544.9843295926516,7280.712536734644,9,8,59,,,,,
329,0.3412205748184812,3174.2872861473134,6973.358759328355,6,8,37,,,,,
330,0.39444376049267404,3408.9036897911083,7373.996613691253,10,6,58,,,,,
331,0.33402477471083525,3122.6805173779894,7383.815600460627,9,15,75,,,,,
332,0.2377981373916065,3315.637437320358,6715.490673980883,5,10,35,,,,,
333,0.29346715776163235,3255.75287368245,7605.615084812788,9,18,72,,,,,
334,0.39045050811761095,3447.619216943744,6725.915199009595,7,8,49,,,,,
335,0.3548125231218817,3388.964629311617,7508.351353243964,9,15,74,,,,,
336,0.40395095922983226,3183.0055224798375,6991.314652009627,8,18,73,,,,,
337,0.44950608711523377,3335.024534168228,7525.904038842454,9,8,66,,,,,
338,0.34712226158936044,3455.801972948522,7552.284327173179,5,11,37,,,,,
339,0.36016347942949756,3056.451490231632,7053.676349892235,5,12,38,,,,,
340,0.39721786518629054,3443.999269270228,6742.732232317002,9,15,82,,,,,
341,0.39872174620879164,3406.948984835475,6874.950287036212,8,11,53,,,,,
342,0.40259362941497234,3286.827955721973,7624.929396662869,8,17,61,,,,,
343,0.2441995915809554,3569.568449818679,7509.212450518921,6,8,40,,,,,
344,0.28128529072596276,3412.3411340024086,7247.013911651372,10,6,58,,,,,
345,0.3361367433586002,3883.12359207453,7325.038198856552,5,6,28,,,,,
346,0.39535803825582183,3241.935742835162,7489.0911193460715,9,17,67,,,,,
347,0.37509906822236305,3278.343577725613,7141.729738864863,6,6,36,,,,,
348,0.3143809560367039,3284.4896466879372,7195.331143850679,8,14,62,,,,,
349,0.49597569058165913,3325.088403400261,7155.896180601706,10,13,81,,,,,
350,0.37068788128613683,3563.225825470524,6600.494436097634,8,12,66,,,,,
351,0.3532671335257963,3387.0153407532725,7511.030979415928,7,8,49,,,,,
352,0.29118013600191817,3297.0557470420863,6877.823772652286,7,12,52,,,,,
353,0.38839572536915556,3359.5106492233276,7668.397058824925,10,16,83,,,,,
354,0.37767213651950027,3138.7011698383594,6328.4915599254455,6,18,49,,,,,
355,0.3492846024388667,3668.6299069058346,6665.205004817013,7,16,50,,,,,
356,0.32198703778677884,3568.0533967546003,7175.882302126755,5,6,29,,,,,
357,0.3920007791993123,3189.1155216052466,6545.52766197782,5,15,48,,,,,
358,0.4710257558724671,3213.9124107877146,7380.288157324391,6,15,49,,,,,
359,0.2845311719816269,3469.4135279579964,6665.137404114258,9,12,68,,,,,
360,0.2966635940876744,3496.45653249395,6801.305492620576,5,18,37,,,,,
361,0.33122067534551214,3325.2506274328007,7738.030543133704,10,14,76,90.0,16.0,4.0,1.0163600972322098,1.7119091614109425
362,0.4442133629835886,3459.4500581892153,7418.528191243086,8,12,57,,,,,
363,0.3724128515465355,3508.9696332119543,6973.426943818241,10,14,80,,,,,
364,0.3747873141208292,3094.6571377209843,7086.998828261262,10,18,83,,,,,
365,0.47345279664960793,3255.349336036621,6907.57602311071,7,10,57,,,,,
366,0.4042347755749012,3507.7251247224576,6379.932282441678,6,16,41,,,,,
367,0.3923885318784467,3135.16732021858,7033.420090068605,9,17,71,,,,,
368,0.42919208849468127,3137.552492609944,6943.769080089386,10,11,88,,,,,
369,0.42718600090765635,3280.5600395633023,6957.518765953207,10,8,72,,,,,
370,0.3418549440034534,3602.022952797963,6937.786000865148,5,7,34,,,,,
371,0.29071003068019363,3590.3353360133992,7082.1319698679845,10,7,70,,,,,
372,0.3576102368598887,3675.171603734704,6689.055223143242,7,16,61,,,,,
373,0.3399888472900682,3573.4918625280184,6470.847043417583,6,8,42,,,,,
374,0.3070790377254825,3493.9417814520716,7072.38990552929,9,14,77,,,,,
375,0.3952391174679015,3237.2899499519212,7213.576127824526,8,14,63,,,,,
376,0.4384419671513088,3308.7107106087183,7407.55194896651,9,18,63,,,,,
377,0.33384966860250465,3430.160231449103,7023.508944581989,10,14,73,,,,,
378,0.3890330913829013,3591.4261162394378,7381.979090467346,9,11,76,,,,,
379,0.2520826115188308,3662.878606255497,7542.643288860253,5,13,38,,,,,
380,0.46561125045075547,3286.6385851685745,6551.0488520625795,7,16,51,,,,,
381,0.29396186682785175,3739.81950510687,7189.96496399234,6,17,46,,,,,
382,0.39245078657491483,3094.9354177767227,7100.1094849412575,9,17,65,,,,,
383,0.35272440196016963,3284.170480064801,7545.645449756306,8,15,68,,,,,
384,0.28934039066536144,3696.2099823284316,6960.722972232185,10,9,78,,,,,
385,0.4203326890908414,3052.0588009620396,7439.378730185963,10,11,74,,,,,
386,0.30972505393697725,3758.902994064081,5949.089297699394,6,12,46,,,,,
387,0.37654391903389917,3672.250475001881,7263.7627844547105,5,17,41,,,,,
388,0.45770289297336375,3640.77797718364,7020.086810001608,7,12,54,,,,,
389,0.36741961368259657,3297.945084991448,7260.26919713604,9,7,60,,,,,
390,0.23975761009820462,3559.567790995168,7196.160956010931,6,14,54,,,,,
391,0.34537880417169686,3300.020249347051,7037.704405820041,7,18,53,,,,,
392,0.34967260292612334,3243.3975855737394,7756.831527966516,9,17,77,100.0,9.0,3.0,0.7353905032427828,1.5144646965948603
393,0.3964315572661238,2991.971101427119,7365.630730999499,5,11,41,,,,,
394,0.28611335993078224,3377.0674634084858,6634.9811281089205,8,12,60,,,,,
395,0.4008154558369763,3187.1680919883042,7566.25592961079,9,8,63,,,,,
396,0.3943988296373947,3247.9735783198394,6346.823313769884,5,18,35,,,,,
397,0.319487806048657,3256.8934473662644,7408.495328817068,9,10,72,,,,,
398,0.46316601870660323,2999.8058846812746,6630.411455117944,6,12,44,,,,,
399,0.41506583814811404,3450.1251777546154,7005.2476239147845,10,9,77,,,,,
400,0.34018040849352027,3339.998175052914,7162.047652040921,9,15,72,,,,,
401,0.42240261123739664,3232.4816561551374,7379.833152117775,9,6,53,,,,,
402,0.3936858460823297,3340.635950024323,7643.407964805122,10,12,76,,,,,
403,0.3060128370108399,3413.7754383642573,7063.043381052207,7,13,56,,,,,
404,0.3503301169303048,3639.3019630186463,6969.931873860238,9,16,74,,,,,
405,0.39687838358743743,3376.6819539900143,6930.3573488406255,9,9,64,,,,,
406,0.4298935141622484,3347.657887532592,7247.870178339611,8,10,62,,,,,
407,0.31196555248049695,3278.826806088979,7409.465226831512,9,10,72,,,,,
408,0.3899386326031541,3497.921771243015,7220.818933844839,8,8,62,,,,,
409,0.4341213582444672,3209.659973171211,6858.625168419477,8,10,60,,,,,
410,0.38182103059515904,3435.4601141526296,7081.2269184509705,7,8,50,,,,,
411,0.37520397617461665,3295.8828913851053,7243.24842248878,9,18,71,,,,,
412,0.42810435758618637,3266.4560539967692,6975.162932920083,7,18,64,,,,,
413,0.3537107050426108,3602.2971618162014,6670.4814536677595,7,14,51,,,,,
414,0.4189223520188591,3028.0607831306465,7192.3505147555525,9,7,61,,,,,
415,0.3738165671970213,3370.81210401292,6034.510034863131,6,8,37,,,,,
416,0.29833090500192516,3314.546398786147,7241.950812595525,9,12,61,,,,,
417,0.36107919700018387,3334.542466217058,7665.936628734637,8,17,63,,,,,
418,0.32936962665511227,3330.758262231327,5918.692563968933,6,6,34,,,,,
419,0.5272375331495831,3115.8618099730843,7566.840395469375,7,14,50,,,,,
420,0.3133658443298042,3303.001524045496,6493.748087902507,6,14,54,,,,,
421,0.3260407137348831,3295.1738996540003,7077.452688335339,10,13,84,,,,,
422,0.3312055857670567,3582.7965839373765,7344.083455044846,7,16,52,,,,,
423,0.4808310179150983,3139.1462516712263,6825.326562285484,5,17,36,,,,,
424,0.4739325712786254,3304.8826304611275,6984.044397416784,5,10,35,,,,,
425,0.44391431084016875,3172.1852057195056,7159.381846170752,10,8,73,,,,,
426,0.32714144357506736,3437.887606365327,6848.956240883806,7,9,49,,,,,
427,0.3265284021942847,3630.81395806108,7389.880903760607,7,17,56,,,,,
428,0.3602634793238836,3443.2222405397833,7428.945578742071,9,17,70,,,,,
429,0.27227272770045996,3482.682097910846,6935.3266000280955,6,12,52,,,,,
430,0.3124842957739735,3445.978863211687,6454.702865481115,10,9,66,,,,,
431,0.4626898069211841,3365.3878349325328,6997.624284544091,10,13,72,,,,,
432,0.4830461207586534,3515.6467089258813,6544.493540846285,5,17,34,,,,,
433,0.3707892017788016,3315.4816037097075,6948.963602174416,6,12,50,,,,,
434,0.39124067807696217,3441.4923881664645,6558.638047900325,6,8,41,,,,,
435,0.38346630606550003,3377.119286477035,6367.451529975223,7,11,54,,,,,
436,0.40926469550324307,3471.8894723997155,7211.277805146862,5,16,44,,,,,
437,0.3640865107542143,3540.0445497105807,6962.001409239383,8,12,60,,,,,
438,0.26760044767828206,3705.599360277721,7170.223529599811,9,9,61,,,,,
439,0.3371222366710489,3470.314221967501,6762.0349148181,9,10,65,,,,,
440,0.30947830582800706,3314.2362678751665,7264.26948524576,8,12,59,,,,,
441,0.39515449925469237,3555.621661757059,7236.512249068347,10,13,75,,,,,
442,0.27307928343306265,3856.2990454482406,6706.65652453124,7,18,60,,,,,
443,0.371892867910955,3375.3952594066072,4739.749510828909,6,6,36,,,,,
444,0.35613869907590046,3783.597131753972,7049.724766443468,8,6,48,,,,,
445,0.42642180535859897,3350.482051002437,7122.935883212237,8,14,55,,,,,
446,0.39550332513023956,3545.3748534975975,7007.730114573492,7,9,47,,,,,
447,0.40369429260864675,3144.8951331637677,6477.920436295882,6,18,48,,,,,
448,0.3339571662983778,3655.739216657347,7478.423665239196,9,18,71,,,,,
449,0.35085615361869693,3462.3771630425463,7091.728669800952,8,18,56,,,,,
450,0.39367145792377634,3529.709591174966,7817.580851360322,10,16,74,83.0,9.0,3.0,0.935338355703706,1.5321286407621333
451,0.38841024300362914,3427.3108913154133,7197.550398514718,10,11,73,,,,,
452,0.23874979685906295,3512.3074994530275,5897.968413816914,7,6,42,,,,,
453,0.3272668133549289,3556.008417696366,7488.218316965176,7,16,55,,,,,
454,0.5578243104962468,3029.079909940123,8005.456671366815,8,16,54,60.0,7.0,2.0,0.6332919844948781,0.6332919844948781
455,0.3690835510022301,3598.1522364913853,7025.119587569428,10,6,59,,,,,
456,0.4599687959066202,3346.1513250533135,7078.743111741901,8,11,65,,,,,
457,0.35052253820253076,3498.2605498346925,7128.248584790886,7,9,50,,,,,
458,0.376731537766144,3547.769980421721,7569.607913666659,10,14,70,,,,,
459,0.39530223090548966,3411.4112907039985,6565.273644894666,7,18,57,,,,,
460,0.32250693655190577,3483.9484765125558,6927.816878255894,7,9,49,,,,,
461,0.4314202913004809,3052.065098701534,6864.468410532342,6,15,45,,,,,
462,0.21680274376996778,3682.8128467548563,6934.483370475271,5,9,39,,,,,
463,0.3445722494181428,3347.6361023103423,6722.220491472202,5,6,30,,,,,
464,0.3852082709332909,3357.593433971124,6879.8989205222615,8,17,55,,,,,
465,0.44957807112107895,3071.262470799695,6551.218249368988,6,17,47,,,,,
466,0.4481899646952304,3246.341008726772,6933.285193497013,7,7,47,,,,,
467,0.44814096518007407,2939.453523766472,7643.809125011724,10,16,89,,,,,
468,0.4827636938129938,3175.300735476902,6355.010647842272,10,10,68,,,,,
469,0.413636565460616,3484.025406726607,7023.574401712164,6,13,50,,,,,
470,0.4325201916248823,3616.4033763354346,7330.152585433221,5,7,35,,,,,
471,0.3784196321090564,3359.813498177227,7259.307072047402,10,8,72,,,,,
472,0.37995204108667124,3162.933475886197,7290.441346555534,9,8,67,,,,,
473,0.29456504286917595,3377.9634914040325,5257.1526320042985,5,15,29,,,,,
474,0.3257692520455864,3532.4679847752627,7236.710606317426,5,15,38,,,,,
475,0.37380140490200797,3714.029306271369,7022.103935111936,6,16,41,,,,,
476,0.4517519993071637,3323.9114440022245,7184.497016214126,10,10,75,,,,,
477,0.38346014116180105,3533.630582865974,6685.695327514802,7,13,44,,,,,
478,0.39349676136120537,3401.6189574429036,7441.754476006391,7,13,45,,,,,
479,0.3425921982205018,3352.330072939018,7089.414153753015,9,16,68,,,,,
480,0.26195478054862453,3835.496230269622,6453.082284883891,5,8,35,,,,,
481,0.38201415712076847,3385.8532461177665,7378.767463257481,8,7,56,,,,,
482,0.4632286886011857,3325.330947729288,6821.875000422806,5,6,26,,,,,
483,0.3885230231120481,3364.5627356972245,7180.402511791381,9,6,54,,,,,
484,0.2564536176086727,3350.6459220439197,6691.691180160548,5,11,43,,,,,
485,0.3214112585206321,3274.1448394249833,6950.372340240344,5,14,33,,,,,
486,0.41314969233999055,3374.5101720990224,7333.206323453302,9,10,70,,,,,
487,0.35788110221832004,3569.4261444570097,6183.486203859337,6,7,40,,,,,
488,0.4478102060950342,3303.8106266688856,6736.641350478065,6,10,51,,,,,
489,0.3060074547364734,3474.7135386662035,7574.755295644635,10,11,72,,,,,
490,0.3877456739613978,3284.9388617296645,7351.8911572258085,7,9,49,,,,,
491,0.37940501179766395,3341.430053934959,7148.017992214493,10,8,76,,,,,
492,0.3684805045009667,3427.6789645870213,7395.281707906165,9,8,61,,,,,
493,0.42249501750771445,3313.2646193559667,7207.082227294523,7,8,50,,,,,
494,0.44324554642119685,3148.5830142067653,7293.949789898276,9,17,69,,,,,
495,0.36952588928547236,3590.241075593851,7523.013127691316,6,15,43,,,,,
496,0.4648106810574617,3434.9547971240368,6675.370942084507,6,18,48,,,,,
497,0.3562021270679182,3480.476887430516,7289.023875444167,9,8,59,,,,,
498,0.5153343453335382,3125.642766927572,6917.562593693649,6,6,36,,,,,
499,0.4859371023642951,3251.2204936199246,6805.369399209555,6,18,46,,,,,
500,0.4321183193663154,3171.5419797114773,7341.365469677611,7,13,54,,,,,
501,0.3320537348387471,3295.4966537871487,6562.3992429791315,5,9,43,,,,,
502,0.4970366051767471,3076.419586337043,7481.83556218302,8,14,54,,,,,
503,0.41486898798165595,3123.0393998694803,7411.6225421773715,10,12,86,,,,,
504,0.5126225612124056,3231.1576576990547,5776.240014215794,6,14,50,,,,,
505,0.4259641110321677,3391.8102856010805,7255.803773721171,6,18,41,,,,,
506,0.4295606168902292,3418.129015267423,6254.356818114608,9,10,61,,,,,
507,0.215686975660768,3508.5392005687454,6963.421242307285,5,10,42,,,,,
508,0.3979713931104575,3250.5404641356477,7372.575690785336,10,14,83,,,,,
509,0.4273805841836773,3528.5652066868975,5231.78675398399,7,6,42,,,,,
510,0.32671540946112043,3286.502483569416,6775.056052489427,5,13,41,,,,,
511,0.35898049597144865,3418.230932140147,8020.75810712269,10,11,78,102.0,8.0,2.0,0.6643963928672852,0.6643963928672852
512,0.42560515148153155,3231.711742939222,7270.996681586562,8,7,54,,,,,
513,0.3922839229012949,3086.819687796411,7401.995599909867,9,13,79,,,,,
514,0.4429942793263334,3427.2994953573125,6632.931907252519,6,8,43,,,,,
515,0.3529935985582432,3760.329186553437,7194.898886259299,6,8,41,,,,,
516,0.42064297593367284,3214.046979979643,7364.067897306832,10,17,76,,,,,
517,0.30716785345695785,3286.2964377668254,7283.603232597343,6,8,47,,,,,
518,0.35758433950747603,3207.5882494222333,6653.9380476188335,6,11,52,,,,,
519,0.3523749144885432,3199.012332547194,7055.734400517412,5,7,35,,,,,
520,0.407638900665813,3474.6873979186526,7130.848526620929,9,17,67,,,,,
521,0.35366830380030456,3260.929199800535,7018.574705552358,7,16,52,,,,,
522,0.3416403205327502,3629.7499306546147,6928.90670405077,9,17,66,,,,,
523,0.43897258128299754,3445.4996684899493,6704.2846716441445,7,13,49,,,,,
524,0.36902414587208077,3283.2880403269555,7101.06773402924,7,10,53,,,,,
525,0.4287807054478654,3470.714302432031,6931.9411764444885,7,11,50,,,,,
526,0.2863165920309566,3847.458561521402,6742.706824927863,6,16,48,,,,,
527,0.3766286492073634,3549.821463853369,7314.496411984921,7,15,48,,,,,
528,0.4305742584367186,3441.8408056981543,7082.692657368197,9,11,58,,,,,
529,0.3184348887994508,3171.422679648585,7254.372119538054,6,7,41,,,,,
530,0.3580123130053562,3484.620271098623,7136.032761153093,6,12,50,,,,,
531,0.48011114017778334,3286.8934533802853,6989.976503453618,5,10,39,,,,,
532,0.3301326544878661,3300.067356694143,7179.589505427438,6,12,42,,,,,
